Task,TapTime,Milliseconds
Adrián 4ºA,17:16:01.082,0
Adrián 4ºA,17:16:03.399,483
Adrián 4ºA,17:16:05.448,399
Adrián 4ºA,17:16:07.965,0
Adrián 4ºA,17:16:10.298,449
Adrián 4ºA,17:16:12.481,566
Adrián 4ºA,17:16:16.881,366
Adrián 4ºA,17:16:21.097,316
Adrián 4ºA,Sex,
Adrián 4ºA,Test Duration in seconds,421
Adrián 4ºA,Number of False Positives,72
Adrián 4ºA,Average response time ,321
Adrián 4ºA,Fastest response time ,16
Adrián 4ºA,Slowest response time ,566
Adrián 4ºA,Count of response time over 500ms ,2
