Task,TapTime,Milliseconds
Eneko 6ºB,17:51:39.267,466
Eneko 6ºB,17:51:43.250,284
Eneko 6ºB,17:51:45.433,499
Eneko 6ºB,17:51:47.566,212
Eneko 6ºB,17:51:48.417,0
Eneko 6ºB,17:51:50.717,0
Eneko 6ºB,17:51:53.099,480
Eneko 6ºB,17:51:56.066,0
Eneko 6ºB,17:51:56.965,0
Eneko 6ºB,17:52:01.216,0
Eneko 6ºB,17:52:03.482,518
Eneko 6ºB,17:52:05.931,466
Eneko 6ºB,17:52:08.864,399
Eneko 6ºB,17:52:11.281,482
Eneko 6ºB,17:52:11.614,0
Eneko 6ºB,Sex,
Eneko 6ºB,Test Duration in seconds,420
Eneko 6ºB,Number of False Positives,76
Eneko 6ºB,Average response time ,362
Eneko 6ºB,Fastest response time ,33
Eneko 6ºB,Slowest response time ,849
Eneko 6ºB,Count of response time over 500ms ,14
